Lot NO,Melt No,Melt Denier,Melt g/den,Melt (%),Melt (gf),Melt Weight(g),Melt temp,Pack Press (psi),"1 G/R Speed
(mpm)","Batch
No.","Spool
No.",Coating Straight,"Coating
EP","Coating
USP","Coating
Knot security","Coating
Diameter","Coating
Tie-down",Fast 1W Avg,Fast 1W Min ,Fast 1W %,Moisture
,6,90.7,7.577,32.52,688,"1,342",262.7,"1,075",475,,,,,,,,,,,,
,7,90.4,7.858,35.64,711,"1,333",262.5,"1,062",475,,,,,,,,,,,,
,8,91,7.539,30.51,686,"1,342",262.7,"1,087",475,,,,,,,,,,,,
,9,90.6,7.741,31.41,701,"1,345",262,"1,080",475,,,,,,,,,,,,
,10,90.3,7.767,32.12,701,"1,340",262.7,"1,085",475,,,,,,,,,,,,
,11,91,7.727,32.21,704,"1,339",262.6,"1,082",475,,,,,,,,,,,,
,12,91,8.198,32.92,746,"1,345",262.8,"1,082",475,,,,,,,,,,,,
,13,90.3,8.09,31.15,730,"1,342",262.8,"1,100",475,,,,,,,,,,,,
,14,91,7.74,31.91,704,"1,357",262.8,"1,093",475,,,,,,,,,,,,
,15,91,7.612,30.25,692,"1,347",262.8,"1,100",475,,,,,,,,,,,,
,16,90.5,7.906,31.16,715,"1,332",262.8,"1,123",475,,,,,,,,,,,,
,17,90.2,8.159,33.99,736,"1,346",262.7,"1,120",480,,,,,,,,,,,,
,18,91.8,7.653,30.77,702,"1,341",262.5,"1,120",480,,,,,,,,,,,,
,19,90.5,8.043,34.06,728,"1,333",262.8,"1,124",480,,,,,,,,,,,,
,20,91,7.637,29.77,695,"1,341",262.5,"1,125",480,,,,,,,,,,,,
,21,91,7.645,32.47,696,"1,347",262.6,"1,114",480,,,,,,,,,,,,
,22,90.5,7.655,33.51,692,"1,339",262.8,"1,133",480,,,,,,,,,,,,
,23,90,7.91,31.24,712,"1,249",262.8,"1,134",480,,,,,,,,,,,,
TSSR12202V002,1,91,7.769,29.79,707,"1,191",263.2,780,460,1st,6,13.8,8.05,7.15,6.72,0.492,0.86,6.29,5.98,78%,44
,2,90.8,7.931,30.09,720,"1,354",263.1,820,450,2nd-1,36,,8.04,,6.63,0.482,,6.12,5.9,76%,114
,3,91.5,7.898,28.96,722,"1,357",263,843,450,2nd-2,58,,8.34,,6.32,0.491,,5.66,5.46,68%,
,4,91,7.604,32.09,692,"1,348",262.9,829,440,3rd,90,,8.28,,6.06,0.489,,5.99,5.79,72%,
,5,92,7.782,28.85,716,"1,360",263,825,425,4th,100,,8.01,,6.82,0.486,,5.98,5.54,75%,
,6,91,7.755,31.4,706,"1,362",263.2,773,425,,,,,,,,,,,,
,7,92,7.542,26.97,694,"1,366",263.3,782,425,,,,,,,,,,,,
,8,91.5,7.523,27.61,688,"1,361",263.2,770,425,,,,,,,,,,,,
,9,91,8.063,28.91,734,"1,378",263.3,775,425,,,,,,,,,,,,
,10,92,7.767,28.35,714,"1,366",263.3,792,425,,,,,,,,,,,,
,11,91,7.588,26.86,691,"1,374",263.3,790,425,,,,,,,,,,,,
,12,91.6,8.491,29.72,778,"1,367",263.2,782,425,,,,,,,,,,,,
,13,91.5,7.637,28.72,699,"1,361",263.2,788,425,,,,,,,,,,,,
,14,92,7.634,28.86,702,"1,370",263.2,796,425,,,,,,,,,,,,
,15,91.7,7.899,27.91,725,"1,363",263.2,820,425,,,,,,,,,,,,
,16,91,7.936,28.53,722,"1,355",263,820,425,,,,,,,,,,,,
,17,92,7.848,29.66,722,"1,356",263,915,450,,,,,,,,,,,,
,18,90.5,8.009,31.15,725,"1,315",263,920,460,,,,,,,,,,,,
,19,91,7.774,31.3,707,"1,350",262.8,934,460,,,,,,,,,,,,
,20,90.3,7.836,31.88,707,"1,338",262.6,937,460,,,,,,,,,,,,
,21,90.2,7.648,31.93,690,"1,352",262.8,926,460,,,,,,,,,,,,
,22,91,8.027,32.18,730,"1,358",262.8,920,460,,,,,,,,,,,,
TSSR12202V003,1,91,7.633,31.47,694,"1,349",263,950,460,1st-1,4,13.39,8.26,7.27,7.22,0.49,0.58,6.25,6.09,76%,96
,2,91.5,7.787,33.9,712,"1,354",263,945,460,1st-2,18,,8.31,,6.26,0.494,,6.23,5.84,75%,98
,3,91,7.64,32.12,696,"1,351",263,955,460,2nd,42,,8.23,,6.13,0.49,,5.99,8.23,73%,
,4,90,7.766,29.36,699,"1,353",263,955,455,3rd,91,,8.02,,6.71,0.483,,5.82,5.42,73%,
,5,91,7.913,32.31,720,"1,353",263.4,944,455,4th-1,101,,8.04,,6.65,0.485,,5.95,5.82,74%,
,6,91.5,7.902,30.95,723,"1,348",263.4,950,455,4th-2,115,,8.28,,6.27,0.49,,6.21,6.01,75%,
,7,91.3,7.719,28.72,705,"1,350",263.4,952,455,,,,,,,,,,,,
,8,91.8,7.747,29.23,711,"1,357",263.5,951,455,,,,,,,,,,,,
,9,91,7.933,29.84,722,"1,350",263.2,964,455,,,,,,,,,,,,
,10,91,7.748,30.92,706,"1,354",263.3,967,455,,,,,,,,,,,,
,11,91.4,7.764,29.28,709,"1,354",263.3,983,455,,,,,,,,,,,,
,12,91.5,7.83,33.41,717,"1,348",263.2,964,455,,,,,,,,,,,,
,13,90.7,7.66,30.26,695,"1,351",263.2,964,455,,,,,,,,,,,,
,14,91.3,7.793,32.29,711,"1,353",263.2,980,455,,,,,,,,,,,,
,15,91,7.887,32.33,717,"1,352",263.2,987,455,,,,,,,,,,,,
,16,91.5,8.107,31.36,742,"1,355",262.8,994,455,,,,,,,,,,,,
,17,91,7.617,28.94,693,"1,330",262.8,999,455,,,,,,,,,,,,
,18,91,7.853,29.27,715,"1,342",262.8,"1,005",455,,,,,,,,,,,,
,19,91,7.591,29.77,691,"1,335",262.9,"1,000",455,,,,,,,,,,,,
,20,91,7.708,30.87,701,"1,349",262.8,"1,010",455,,,,,,,,,,,,
,21,90.5,7.562,29.05,684,"1,346",262.9,"1,023",455,,,,,,,,,,,,
,22,90.5,8.06,29.49,729,"1,347",262.9,"1,023",455,,,,,,,,,,,,
TSSR12202V004,1,91,7.55,32.91,687,"1,334",263,"1,111",475,1st,26,12.76,7.8,7.06,6.83,0.477,0.76,5.63,5.51,72%,47
,2,91,8.058,27.39,733,"1,335",263,"1,103",470,2nd-1,36,,7.95,,6.72,0.476,,5.92,5.78,74%,63
,3,91,7.623,32.71,694,"1,334",263,"1,100",470,2nd-2,50,,8.33,,6.71,0.492,,5.74,5.62,69%,
,4,90,7.934,33.55,714,"1,341",263.1,"1,100",470,3rd,90,,7.81,,6.28,0.492,,5.65,5.53,72%,
,5,91.2,7.855,31.87,716,"1,332",263,"1,118",470,4th,122,,8.06,,6.49,0.489,,6.14,5.6,76%,
,6,90.5,8.09,33.56,732,"1,331",263,"1,120",470,,,,,,,,,,,,
,7,90.3,7.717,32,697,"1,325",263.2,"1,104",470,,,,,,,,,,,,
,8,90,7.639,32.49,688,"1,331",263.3,"1,090",470,,,,,,,,,,,,
,9,91.2,7.654,31.65,698,"1,324",263.2,"1,078",470,,,,,,,,,,,,
,10,90.3,7.697,28.26,695,"1,330",263,"1,104",470,,,,,,,,,,,,
,11,91,7.586,34.41,690,"1,329",263,"1,090",470,,,,,,,,,,,,
,12,90.5,7.783,32.96,704,"1,326",263,"1,095",470,,,,,,,,,,,,
,13,90,8.052,29.51,725,"1,317",263,"1,095",460,,,,,,,,,,,,
,14,90,7.965,29.25,717,"1,320",262.8,"1,128",460,,,,,,,,,,,,
,15,90,7.723,28.52,696,"1,325",263,"1,144",460,,,,,,,,,,,,
,16,90.1,7.892,31.77,711,"1,316",263,"1,095",455,,,,,,,,,,,,
,17,91.5,7.817,32.55,715,"1,346",263,"1,110",460,,,,,,,,,,,,
,18,91,7.835,32.84,713,"1,340",263,"1,105",460,,,,,,,,,,,,
,19,91,7.625,31.04,693,"1,343",263,"1,102",460,,,,,,,,,,,,
,20,90.5,8.02,34.27,726,"1,349",263.5,"1,095",460,,,,,,,,,,,,
,21,91,7.736,32.92,704,"1,345",263.5,"1,097",460,,,,,,,,,,,,
,22,90.7,7.63,28.78,692,192,263.5,"1,140",460,,,,,,,,,,,,
,23,90,7.743,31.98,697,"1,334",263.4,"1,124",460,,,,,,,,,,,,
,24,90,7.757,31.18,698,752,263.4,"1,124",460,,,,,,,,,,,,
TSSR12202V005,1,91,8.335,37.82,758,368,262.7,"1,141",485,1st,28,12.15,7.85,7.42,6.71,0.495,0.77,5.97,5.73,76%,95
,2,90.5,7.898,36.16,715,"1,328",262.8,"1,140",485,2nd-1,38,,7.73,,6.63,0.487,,5.99,5.76,77%,114
,3,91,8.174,33.66,744,"1,352",262.7,"1,137",490,2nd-2,53,,7.89,,6.13,0.49,,5.98,5.81,76%,
,4,90.2,8.725,31.42,787,"1,347",262.8,"1,140",490,3rd,73,,7.87,,6.79,0.494,,6.03,5.7,77%,
,5,91,8.213,35.37,748,"1,350",262.7,"1,144",495,4th,106,,8.1,,6.35,0.492,,5.96,5.86,74%,
,6,91.7,7.672,32.22,704,"1,340",262.7,"1,143",495,5th,119,,8.12,,6.41,0.492,,5.89,5.42,73%,
,7,90,7.998,39.49,719,"1,328",262.7,"1,141",495,,,,,,,,,,,,
,8,90.5,7.766,35.92,702,"1,332",262.8,"1,141",495,,,,,,,,,,,,
,9,90.3,8.698,38.2,785,"1,339",262.8,"1,140",490,,,,,,,,,,,,
,10,91,7.694,38.63,701,"1,349",262.9,"1,140",490,,,,,,,,,,,,
,11,90,7.705,32.87,694,"1,341",263,"1,147",490,,,,,,,,,,,,
,12,91,7.543,34.8,686,"1,348",263,"1,147",490,,,,,,,,,,,,
,13,91,7.581,30.24,690,"1,343",263,"1,147",485,,,,,,,,,,,,
,14,90,7.868,37.56,708,"1,337",263,"1,150",490,,,,,,,,,,,,
,15,91,8.672,34.39,789,"1,340",263,"1,153",490,,,,,,,,,,,,
,16,90.5,7.818,28.48,707,"1,342",263,"1,156",490,,,,,,,,,,,,
,17,91,7.87,33.15,716,"1,343",262.8,"1,139",490,,,,,,,,,,,,
,18,91,8.186,32.78,745,"1,343",262.9,"1,140",490,,,,,,,,,,,,
,19,90.6,7.564,38.12,686,"1,343",262.8,"1,159",490,,,,,,,,,,,,
,20,90.2,7.631,33.22,688,"1,346",262.8,"1,152",485,,,,,,,,,,,,
,21,90.5,8.189,32.66,742,"1,344",262.8,"1,155",485,,,,,,,,,,,,
,22,90.7,7.823,35.37,709,"1,336",262.8,"1,172",485,,,,,,,,,,,,
,23,91,7.862,36.25,715,"1,347",262.8,"1,173",485,,,,,,,,,,,,
TSSR12202V006,1,91,7.592,35.28,691,"1,337",262.8,"1,176",485,1st,10,13.02,7.83,7.42,6.35,0.484,0.83,5.8,5.53,74%,37
,2,91.5,8.097,28.64,741,"1,350",262.9,"1,175",485,2nd-1,34,,7.92,,6.9,0.484,,6.07,5.66,77%,116
,3,91.5,7.868,32.82,720,"1,353",263,"1,174",485,2nd-2,56,,7.76,,6.38,0.491,,5.87,5.71,76%,106
,4,90.8,7.993,31.17,726,"1,336",263,"1,173",485,3rd,82,,7.95,,6.27,0.498,,5.69,5.36,72%,
,5,90,7.873,28.56,709,"1,347",263,"1,184",485,4th,114,,7.93,,6.83,0.486,,5.98,5.65,75%,
,6,91,7.75,30.37,705,"1,307",263,"1,200",490,5th,126,,7.77,,6.82,0.493,,5.92,5.79,76%,
,7,90.5,7.807,35.25,709,"1,318",262.9,"1,197",490,,,,,,,,,,,,
,8,92,8.323,30.87,766,"1,337",263,"1,194",490,,,,,,,,,,,,
,9,91,7.597,38.84,691,"1,341",262.9,"1,200",490,,,,,,,,,,,,
,10,91,7.712,34.05,701,"1,334",262.7,"1,206",490,,,,,,,,,,,,
,11,91,7.972,31.97,725,"1,343",262.8,"1,210",490,,,,,,,,,,,,
,12,91,7.529,31.18,685,"1,342",262.8,"1,210",490,,,,,,,,,,,,
,13,91,8.038,34.18,732,"1,344",262.8,"1,217",490,,,,,,,,,,,,
,14,90,7.654,35.78,689,"1,345",262.8,"1,210",490,,,,,,,,,,,,
,15,91,7.528,37.12,685,"1,336",262.8,"1,215",485,,,,,,,,,,,,
,16,91.8,7.823,32.46,718,"1,344",262.8,"1,226",480,,,,,,,,,,,,
,17,91,7.567,34.12,688,"1,342",262.8,"1,226",480,,,,,,,,,,,,
,18,91,8.094,33.13,737,"1,353",262.8,"1,226",480,,,,,,,,,,,,
,19,91,7.625,34.93,694,"1,343",262.8,"1,234",480,,,,,,,,,,,,
,20,91,8.152,28.8,742,"1,329",262.8,"1,230",480,,,,,,,,,,,,
,21,91,8.021,33.82,730,"1,344",262.9,"1,233",480,,,,,,,,,,,,
,22,90.3,8.099,31.27,731,"1,337",262.8,"1,240",480,,,,,,,,,,,,
,23,91.5,8.087,36.01,740,"1,339",262.8,"1,238",480,,,,,,,,,,,,
,24,91,7.708,33.01,701,724,262.8,"1,237",480,,,,,,,,,,,,
TSSR12202V007,1,90,7.684,32.04,692,522,262,900,470,1st-1,5,12.54,7.91,7.18,6.79,0.478,0.72,5.86,5.69,74%,84
,2,90.1,7.718,32.96,695,"1,336",262.2,984,470,1st-2,16,,8.16,,6.43,0.486,,5.84,5.68,72%,93
,3,90.5,7.631,31.51,691,"1,347",262.3,992,470,2nd,40,,8.24,,6.55,0.488,,5.78,5.51,70%,80
,4,90,7.825,33.56,704,"1,328",262.2,988,470,3rd,72,,7.99,,6.39,0.48,,5.97,5.74,75%,
,5,90,7.962,32.1,716,"1,329",262.2,999,470,4th-1,90,,8.08,,6.2,0.483,,6.12,5.94,76%,
,6,90.3,7.868,32.21,711,"1,329",262.2,"1,016",470,4th-2,104,,7.74,,6.23,0.483,,6.06,5.93,78%,
,7,90,8.215,30.69,739,"1,335",261.9,"1,013",470,5th,124,,8.3,,6.52,0.483,,5.82,5.72,70%,
,8,90.5,7.665,31.62,693,"1,339",262.2,999,470,,,,,,,,,,,,
,9,90,8.183,33.39,737,"1,336",262,"1,004",470,,,,,,,,,,,,
,10,90.5,7.543,28.3,683,"1,330",262,"1,025",470,,,,,,,,,,,,
,11,90,8.262,33.04,743,"1,336",262.1,"1,010",470,,,,,,,,,,,,
,12,91,7.62,32.22,693,"1,327",261.8,"1,032",470,,,,,,,,,,,,
,13,90,7.609,32.32,685,"1,328",262,"1,045",475,,,,,,,,,,,,
,14,90.6,8.035,32.87,728,"1,330",262.2,"1,033",470,,,,,,,,,,,,
,15,90.4,8.012,26.99,724,"1,271",262.2,"1,035",470,,,,,,,,,,,,
,16,90.5,7.644,31.26,692,"1,344",262,"1,043",470,,,,,,,,,,,,
,17,91,7.61,31.73,693,"1,336",262,"1,040",470,,,,,,,,,,,,
,18,90.5,7.771,29.84,703,"1,334",262.2,"1,043",470,,,,,,,,,,,,
,19,90.5,7.859,30.64,711,"1,334",262.1,"1,040",470,,,,,,,,,,,,
,20,90,8.17,32.47,735,"1,323",261.1,"1,049",470,,,,,,,,,,,,
,21,90.2,8.299,32.61,748,"1,329",262,"1,030",470,,,,,,,,,,,,
,22,90.5,7.661,31.45,693,"1,321",262.2,"1,037",470,,,,,,,,,,,,
,23,90.5,7.526,30.8,681,"1,336",262.1,"1,037",470,,,,,,,,,,,,
TSSR12202V008,1,90.5,7.61,32.46,689,"1,341",262.5,"1,014",470,1st,18,13.11,7.89,6.62,6.19,0.488,1.1,5.5,5.1,70%,71
,2,90.2,8.039,31.54,725,"1,342",262,"1,039",470,2nd,50,,8.02,,6.12,0.486,,5.82,5.47,73%,89
,3,91,7.914,33.06,720,"1,338",262.2,"1,025",470,3rd-1,66,,8.02,,6.41,0.483,,6.35,5.76,79%,99
,4,90.8,7.754,33.08,701,"1,337",262.1,"1,030",470,3rd-2,82,,8.14,,6.24,0.486,,6.26,5.9,77%,
,5,90.6,7.628,31.88,691,"1,332",262,"1,030",470,4th,114,,7.8,,6.34,0.481,,6.09,5.76,78%,
,6,90.5,7.545,32.25,683,"1,336",262,"1,040",470,5th,123,,8.19,,6.43,0.486,,6.09,5.6,74%,
,7,90.3,7.978,32.21,720,"1,337",262,"1,040",470,,,,,,,,,,,,
,8,90.4,7.515,31.24,679,"1,338",261.9,"1,047",470,,,,,,,,,,,,
,9,90,7.743,31.38,697,"1,330",261.6,"1,064",480,,,,,,,,,,,,
,10,90.2,7.8,30.14,704,"1,335",261.6,"1,062",475,,,,,,,,,,,,
,11,90.5,7.667,31.16,694,"1,327",261.6,"1,071",475,,,,,,,,,,,,
,12,91,7.913,31.18,720,"1,345",262.2,"1,062",475,,,,,,,,,,,,
,13,90.3,8.136,29.47,735,"1,334",262.2,"1,062",475,,,,,,,,,,,,
,14,91,7.665,33.24,697,"1,337",262.3,"1,023",475,,,,,,,,,,,,
,15,90.2,7.586,34.49,684,"1,337",262.2,"1,019",475,,,,,,,,,,,,
,16,90.6,8.077,32.16,732,"1,336",262.2,"1,036",465,,,,,,,,,,,,
,17,90.2,8.028,31.38,724,"1,333",261.6,"1,056",465,,,,,,,,,,,,
,18,90,7.773,33.69,699,"1,331",261.6,"1,023",465,,,,,,,,,,,,
,19,90.5,7.563,32.38,684,"1,325",261.9,"1,047",470,,,,,,,,,,,,
,20,91,7.743,31.04,704,"1,325",261.9,"1,065",475,,,,,,,,,,,,
,21,90,7.556,28.8,680,"1,331",261.9,"1,066",470,,,,,,,,,,,,
,22,90.5,7.51,30.76,680,"1,326",261.8,"1,050",470,,,,,,,,,,,,
,23,90,7.569,31.48,682,676,261.8,"1,055",470,,,,,,,,,,,,
TSSR12202V009,1,90.5,7.711,32.17,698,"1,320",262.2,"1,033",470,1st,10,13.44,7.91,7.18,6.75,0.486,0.91,6.11,6.02,77%,64
,2,91,7.713,33.14,702,"1,327",262,"1,030",470,2nd-1,34,,8.03,,6.45,0.483,,5.94,5.67,74%,85
,3,90.5,7.576,30.33,686,"1,332",262,"1,030",470,2nd-2,56,,7.93,,6.39,0.48,,5.79,5.61,73%,55
,4,90,7.842,29.7,706,"1,330",261.8,"1,048",470,3rd,82,,8.27,,6.8,0.492,,5.57,5.35,67%,
,5,90,7.909,32.04,711,"1,334",261.8,"1,052",470,4th-1,104,,8.06,,6.42,0.486,,5.96,5.83,74%,
,6,90.3,7.847,28.91,709,"1,327",261.8,"1,060",470,4th-2,110,,7.85,,6.37,0.485,,5.93,5.74,76%,
,7,90.4,7.949,32.25,719,"1,327",262,"1,078",470,5th,120,,7.97,,6.08,0.49,,6.2,5.95,78%,
,8,90,7.695,30.24,692,"1,325",262,"1,079",470,,,,,,,,,,,,
,9,90,7.865,30.33,707,"1,325",262,"1,072",470,,,,,,,,,,,,
,10,90.3,7.598,29.65,686,"1,323",261.9,"1,074",470,,,,,,,,,,,,
,11,90.2,8.052,31.31,726,"1,237",261.9,"1,070",470,,,,,,,,,,,,
,12,90.5,7.656,31.22,693,"1,323",262,"1,084",470,,,,,,,,,,,,
,13,90,7.865,30.06,708,"1,323",261.9,"1,090",470,,,,,,,,,,,,
,14,90.5,7.636,29.91,691,"1,318",262,"1,094",470,,,,,,,,,,,,
,15,90.2,7.828,29.37,706,"1,334",262.1,"1,108",470,,,,,,,,,,,,
,16,90,7.806,31.96,702,"1,346",262,"1,089",475,,,,,,,,,,,,
,17,90.5,7.863,31.06,712,"1,337",262,"1,077",475,,,,,,,,,,,,
,18,91,7.757,33.46,706,"1,330",262,"1,070",475,,,,,,,,,,,,
,19,90,7.851,34.86,706,"1,337",262.3,"1,040",475,,,,,,,,,,,,
,20,91,7.543,32.32,686,"1,330",261.8,"1,065",475,,,,,,,,,,,,
,21,90.2,7.516,32.04,678,"1,332",261.9,"1,082",475,,,,,,,,,,,,
,22,90.5,7.997,31.2,724,"1,311",261.8,"1,105",470,,,,,,,,,,,,
,23,90,7.979,31.37,718,772,261.9,"1,088",470,,,,,,,,,,,,
TSSR12203G001,1,91.4,7.97,34.47,728,246,260.9,"1,177",470,1st-1,10,13.31,8.34,7.35,7.03,0.487,1.12,6.33,6.11,76%,22
,2,91,8.967,28.66,813,238,260.9,"1,200",470,1st-2,24,,8.35,,7.01,0.492,,6.43,6.01,77%,
,3,90.2,7.858,30.84,709,89,261,"1,200",470,,,,,,,,,,,,
,4,91.3,8.029,33.34,733,209,260,"1,238",480,,,,,,,,,,,,
,5,90.5,8.4,31.27,760,240,262,"1,152",470,,,,,,,,,,,,
,6,91.5,7.761,31.93,711,230,262,"1,155",470,,,,,,,,,,,,
,7,91,7.694,32.19,700,339,261,"1,172",475,,,,,,,,,,,,
,8,91.3,7.631,31.39,696,"1,141",262,"1,164",475,,,,,,,,,,,,
,9,91,8.126,32.8,739,239,261,"1,159",475,,,,,,,,,,,,
,10,91,7.73,34.22,704,"1,159",261.9,"1,159",475,,,,,,,,,,,,
,11,90.2,7.807,32.32,704,246,262,"1,158",475,,,,,,,,,,,,
,12,90.4,8.079,34.79,730,249,262,"1,172",470,,,,,,,,,,,,
,13,91,7.766,34.28,707,292,262,"1,180",470,,,,,,,,,,,,
,14,90,7.722,30.14,695,978,262.1,"1,155",470,,,,,,,,,,,,
TSSR12203V001,1,90.5,7.682,30.9,695,"1,150",264.9,727,445,1st,26,12.44,7.96,7.3,6.69,0.489,0.89,6.14,5.83,77%,117
,2,90.4,7.923,29.84,717,"1,148",264,809,445,2nd-1,48,,8.31,,6.52,0.486,,5.89,5.54,71%,106
,3,90.5,7.849,27.42,711,"1,338",264.2,874,445,2nd-2,58,,7.94,,6.56,0.493,,5.94,5.58,75%,128
,4,91,7.72,30.82,703,"1,345",264.1,880,445,3rd,90,,7.74,,6.02,0.485,,5.96,5.62,77%,
,5,91,7.575,28.82,689,"1,341",264.6,905,445,4th,122,,8.17,,6.54,0.491,,5.92,5.44,72%,
,6,90.6,7.792,29.29,706,"1,343",264.9,919,445,,,,,,,,,,,,
,7,91,7.667,29.69,698,"1,343",264.2,920,445,,,,,,,,,,,,
,8,90.5,7.713,29.13,698,"1,341",264.3,920,445,,,,,,,,,,,,
,9,90.5,7.641,31.8,691,"1,333",264.3,923,445,,,,,,,,,,,,
,10,90.3,8.118,27.22,933,"1,340",264,945,445,,,,,,,,,,,,
,11,90,7.946,29.91,715,"1,333",264.1,925,445,,,,,,,,,,,,
,12,91,8.038,31.98,732,"1,343",264.3,911,445,,,,,,,,,,,,
,13,90,8.028,31.37,722,"1,341",264.1,917,445,,,,,,,,,,,,
,14,91,7.633,30.53,694,"1,323",264,920,445,,,,,,,,,,,,
,15,90.3,7.938,29.86,717,"1,336",264.3,920,445,,,,,,,,,,,,
,16,90.2,7.71,30.11,696,"1,337",264.3,919,445,,,,,,,,,,,,
,17,90,7.944,30.37,714,"1,335",264.2,912,445,,,,,,,,,,,,
,18,90.5,7.734,30.83,700,"1,333",264,900,445,,,,,,,,,,,,
,19,91,8.014,32.21,729,"1,336",264,897,445,,,,,,,,,,,,
,20,90.6,7.789,30.71,706,"1,342",264,885,445,,,,,,,,,,,,
,21,90.4,7.801,30.13,705,"1,335",264,890,445,,,,,,,,,,,,
,22,90,7.762,29.76,699,"1,336",264,893,445,,,,,,,,,,,,
,23,89.5,8.319,30.53,745,"1,329",264,890,445,,,,,,,,,,,,
TSSR12203V002,1,90.2,7.743,29.86,699,"1,331",263.8,884,445,1st-1,6,13.14,8.15,7.03,6.59,0.486,1.4,6.06,5.76,74%,98
,2,90,7.767,28.78,699,"1,332",264,900,445,1st-2,26,,8.04,,6.58,0.485,,6.06,5.91,75%,100
,3,90,7.91,26.83,712,"1,323",264,909,445,2nd,58,,8.01,,6.58,0.493,,5.91,5.68,74%,168
,4,90.7,7.571,28.81,687,"1,320",264,910,445,3rd,90,,8.35,,6.68,0.492,,6.19,5.63,74%,
,5,90.5,8.096,28.8,733,"1,336",264,910,445,4th-1,100,,8.2,,6.66,0.482,,6.1,5.9,74%,
,6,90,8.166,29.32,735,"1,332",264,909,445,4th-2,122,,7.88,,6.43,0.484,,5.77,5.64,73%,
,7,90.2,7.816,27.72,705,"1,331",264.1,907,445,,,,,,,,,,,,
,8,90.2,8.065,27.52,727,"1,342",264,901,445,,,,,,,,,,,,
,9,90.2,7.892,29.96,711,"1,338",264,901,450,,,,,,,,,,,,
,10,91,7.771,32,707,"1,340",264.2,883,450,,,,,,,,,,,,
,11,90.2,8.373,32.95,755,"1,343",264,876,450,,,,,,,,,,,,
,12,90.5,7.811,31.22,707,"1,337",264.2,875,450,,,,,,,,,,,,
,13,91,7.561,32.13,688,"1,333",264,871,450,,,,,,,,,,,,
,14,91,7.774,31.46,707,"1,334",264,868,450,,,,,,,,,,,,
,15,90,7.549,29.95,679,"1,342",264,860,450,,,,,,,,,,,,
,16,91,7.768,31.94,707,"1,343",264,866,450,,,,,,,,,,,,
,17,90.5,7.739,29.83,701,"1,332",263.7,890,450,,,,,,,,,,,,
,18,90.5,7.649,28.84,692,"1,336",263.7,907,450,,,,,,,,,,,,
,19,90,7.508,25.45,676,"1,329",263.6,920,450,,,,,,,,,,,,
,20,90,7.682,27.09,691,"1,340",263.7,930,445,,,,,,,,,,,,
,21,90.5,7.731,27.87,699,"1,336",263.7,931,445,,,,,,,,,,,,
,22,91,7.586,28.28,691,"1,131",263.7,944,445,,,,,,,,,,,,
TSSR12203V003,1,91,7.641,29.06,695,"1,333",263.8,951,445,1st,14,13.4,7.98,7.2,6.5,0.487,0.88,5.76,5.3,72%,63
,2,90.3,7.617,28.62,688,"1,330",263.7,955,445,2nd-1,32,,7.96,,6.97,0.49,,5.96,5.77,75%,32
,3,90.1,7.99,27.55,720,"1,333",263.7,955,445,2nd-2,46,,7.85,,7.12,0.472,,6.06,5.76,77%,43
,4,90,8.237,28.9,741,"1,335",263.8,957,445,3rd,78,,8.15,,6.51,0.485,,5.91,5.68,73%,
,5,90,8.459,30.1,761,"1,297",263.8,953,445,4th,110,,7.87,,7.18,0.478,,5.92,5.82,75%,
,6,90,7.705,29.07,693,"1,287",264,955,445,,,,,,,,,,,,
,7,90.5,7.965,31.71,721,"1,318",264,947,450,,,,,,,,,,,,
,8,90.3,7.729,29.81,698,"1,331",264,950,450,,,,,,,,,,,,
,9,91,7.799,31.07,709,"1,333",263.8,939,450,,,,,,,,,,,,
,10,90.5,7.677,31.22,695,"1,328",264,940,450,,,,,,,,,,,,
,11,90.5,7.815,31.64,707,"1,330",264,940,450,,,,,,,,,,,,
,12,91,7.934,29.96,722,"1,333",264,922,450,,,,,,,,,,,,
,13,90,8,30.77,720,"1,335",264,922,450,,,,,,,,,,,,
,14,90.4,8.122,32.25,734,"1,332",264,920,450,,,,,,,,,,,,
,15,90.2,7.593,30.09,685,"1,330",264,913,450,,,,,,,,,,,,
,16,90,7.845,31.87,706,"1,338",264.1,910,450,,,,,,,,,,,,
,17,90,7.77,26.7,699,"1,338",264.1,901,450,,,,,,,,,,,,
,18,90.4,7.912,27.3,715,"1,337",264.1,907,450,,,,,,,,,,,,
,19,90.5,7.701,28.66,697,"1,345",264.2,895,445,,,,,,,,,,,,
,20,90,8.198,30.22,738,"1,338",264.1,898,445,,,,,,,,,,,,
,21,90.5,7.655,28.07,693,"1,351",264,890,445,,,,,,,,,,,,
TSSR12203V004,1,90.3,7.9,26.04,714,"1,139",263.2,983,435,1st-1,6,13.41,8.12,6.88,6.9,0.485,0.9,6.06,5.69,75%,70
,2,90,7.729,26.95,696,"1,328",263.9,938,435,1st-2,26,,8.18,,6.39,0.487,,5.92,5.71,72%,65
,3,91,7.822,28.21,712,"1,328",263.8,945,435,2nd,50,,7.87,,6.75,0.495,,6.01,5.81,76%,
,4,90.2,7.656,27.11,691,"1,315",263.8,950,435,,,,,,,,,,,,
,5,90,7.752,27.82,697,"1,327",263.7,950,435,,,,,,,,,,,,
,6,91,7.741,28.47,704,"1,331",263.8,952,435,,,,,,,,,,,,
